D_id,G_id,paper,sentence,cre_Cause-associated,cre_Appositive,cre_In-patient,odds_ratio_count,spacy_ore,openie_ore,tagore_positive,tagore_mutation,tagore_mutations,tagore_glof,gpt_paper,gpt_triplet
MESH:D003398,7378,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D003398,1638,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D003398,10085,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,4613,23,27,0,0,0,0,5,3,31,17,0,4,14,53
MESH:C537734,9073,1,3,0,0,1,0,0,1,5,0,0,0,1,8
MESH:C537734,6949,4,2,0,0,0,0,0,2,5,2,0,0,2,13
MESH:C537734,3627,1,5,0,0,0,0,0,0,8,0,0,0,1,11
MESH:C537734,23049,3,3,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,9343,3,2,0,0,0,0,0,0,5,1,0,0,3,7
MESH:C537734,55777,2,2,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C537734,4609,2,2,0,0,0,0,0,0,4,0,0,0,1,4
MESH:C537734,79983,2,2,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,10084,2,2,0,0,0,0,0,0,0,0,0,0,2,4
MESH:C537734,1280,1,2,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,2262,4,0,0,0,0,0,0,0,2,0,0,0,4,9
MESH:C537734,2316,2,1,0,0,0,0,0,0,12,6,0,0,2,15
MESH:C537734,23545,2,1,0,0,0,0,0,0,8,2,0,0,2,11
MESH:C537734,6657,2,1,0,0,0,0,0,0,2,0,0,0,1,5
MESH:C537734,182,2,1,0,0,0,0,0,0,2,1,0,0,2,3
MESH:C537734,1653,2,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,51594,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,2688,3,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C537734,7204,1,1,0,0,0,0,0,0,2,0,0,0,1,6
MESH:C537734,7040,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,6281,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,8838,1,1,0,0,0,0,0,0,0,0,0,0,1,8
MESH:C537734,89910,1,1,0,0,0,0,0,0,5,3,0,1,1,12
MESH:C537734,2703,1,1,0,0,0,0,0,0,2,0,0,0,1,6
MESH:C537734,7546,1,1,0,0,0,0,0,0,2,3,0,0,1,5
MESH:C537734,2737,1,1,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,55636,1,1,0,0,0,0,0,0,1,0,0,0,1,5
MESH:C537734,6299,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,894,1,1,0,0,0,0,0,0,7,2,0,0,1,9
MESH:C537734,79834,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,151354,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,3192,2,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:C537734,668,2,0,0,0,0,0,0,0,8,4,0,0,2,11
MESH:C537734,4621,2,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:C537734,5077,2,0,0,0,0,0,0,0,7,1,0,0,2,10
MESH:C537734,3303,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,3162,1,0,0,0,0,0,0,0,0,0,0,0,1,5
MESH:C537734,4088,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C537734,6622,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C537734,4087,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:C537734,4089,1,0,0,0,0,0,0,0,1,0,0,0,1,6
MESH:C537734,4780,1,0,0,0,0,0,0,0,0,0,0,0,1,6
MESH:C537734,58508,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,4851,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,168391,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,63917,1,0,0,0,0,0,0,0,3,0,0,0,1,4
MESH:C537734,3110,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,7516,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,57180,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,6469,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,3845,1,0,0,0,0,0,0,0,2,4,0,0,1,5
MESH:C537734,4763,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,4923,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C537734,8260,1,0,0,0,0,0,0,0,4,0,0,0,1,8
MESH:C537734,11128,1,0,0,0,0,0,0,0,3,4,0,0,1,6
MESH:C537734,55703,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,2033,1,0,0,0,0,0,0,0,0,2,0,0,1,2
MESH:C537734,1387,1,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:C537734,11011,1,0,0,0,0,0,0,0,2,2,0,1,1,6
MESH:C537734,8621,1,0,0,0,0,0,0,0,9,2,0,0,1,21
MESH:C537734,8812,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,5831,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,10075,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,653820,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,22827,1,0,0,0,0,0,0,0,2,0,0,0,1,8
MESH:C537734,26229,1,0,0,0,0,0,0,0,2,1,0,0,1,5
MESH:C537734,6770,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,7450,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,23556,1,0,0,0,0,0,0,0,2,3,0,0,1,7
MESH:C537734,55605,1,0,0,0,0,0,0,0,4,2,0,0,1,8
MESH:C537734,26235,1,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:C537734,6317,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,7136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,7140,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:C537734,1604,1,0,0,0,0,0,0,0,0,0,0,0,1,4
MESH:C537734,347734,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,10592,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C537734,3479,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,2043,1,0,0,0,0,0,0,0,2,0,0,2,1,3
MESH:C537734,9987,1,0,0,0,0,0,0,0,4,0,0,0,1,6
MESH:C537734,153020,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,3184,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,5593,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,58478,1,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C537734,29113,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,5741,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,920,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,925,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,27255,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:C537734,10752,1,0,0,0,0,0,0,0,3,0,0,1,1,5
MESH:C537734,9475,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,57619,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,8085,1,0,0,0,0,0,0,0,5,4,0,0,1,5
MESH:C537734,3630,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,54901,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,93587,1,0,0,0,0,0,0,0,4,1,0,0,1,6
MESH:C537734,9757,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:C537734,9369,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,7169,1,0,0,0,0,0,0,0,5,5,0,0,1,8
MESH:C537734,57167,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,6910,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,4488,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,2264,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,1030,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,7337,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,10902,1,0,0,0,0,0,0,0,2,0,0,0,1,2
MESH:C537734,649,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,64220,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,594855,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,1445,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,1583,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,8482,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,10620,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,25942,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,867,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,1421,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C537734,6591,1,0,0,0,0,0,0,0,5,0,0,0,1,8
MESH:C537734,4286,1,0,0,0,0,0,0,0,4,0,0,0,1,4
MESH:C537734,1908,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,6663,1,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C537734,1910,1,0,0,0,0,0,0,0,2,0,0,0,1,5
MESH:C537734,4000,1,0,0,0,0,0,0,0,2,1,0,0,1,3
MESH:C537734,537,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,4920,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,6850,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,5727,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,27130,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,8241,1,0,0,0,0,0,0,0,3,2,0,0,1,5
MESH:C537734,445347,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C537734,834,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,1508,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,3553,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,2261,1,0,0,0,0,0,0,0,1,2,0,0,1,6
MESH:C537734,2678,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,55997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,1287,1,0,0,0,0,0,0,0,5,0,0,0,1,10
MESH:C537734,2775,1,0,0,0,0,0,0,0,1,2,0,0,1,3
MESH:C537734,5172,1,0,0,0,0,0,0,0,5,0,0,0,1,13
MESH:C537734,10082,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C537734,25836,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,261726,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,7456,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,5611,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:C537734,8428,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,23348,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,5911,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,3843,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:C537734,10150,1,0,0,0,0,0,0,0,2,0,0,0,1,4
MESH:C537734,3759,1,0,0,0,0,0,0,0,4,2,0,0,1,7
MESH:C537734,220972,1,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C537734,595,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C537734,6647,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C537734,23522,1,0,0,0,0,0,0,0,1,2,0,0,1,3
MESH:C537734,80169,1,0,0,0,0,0,0,0,0,1,0,0,1,1
MESH:D012415,1387,191,236,2,0,10,0,15,29,301,147,2,9,123,594
MESH:D012415,2033,79,92,0,0,1,0,5,6,102,60,0,2,52,214
MESH:D012415,4204,16,14,0,0,0,0,0,0,3,2,0,0,4,6
MESH:D012415,9734,7,6,0,0,0,0,0,0,3,1,0,0,7,17
MESH:D012415,6469,3,1,0,0,0,0,1,0,2,0,0,0,2,5
MESH:D012415,1385,7,3,0,0,0,0,0,0,6,2,0,0,2,17
MESH:D012415,10847,4,4,0,0,0,0,0,0,6,5,0,0,2,9
MESH:D012415,10131,5,3,0,0,0,0,0,0,3,0,0,0,3,7
MESH:D012415,4763,5,3,0,0,0,0,0,0,1,0,0,0,2,4
MESH:D012415,5973,2,4,0,0,0,0,0,0,2,0,0,0,1,5
MESH:D012415,4297,5,1,0,0,0,0,0,0,8,2,0,0,5,14
MESH:D012415,7403,3,2,0,0,0,0,0,0,3,0,0,0,2,7
MESH:D012415,1773,3,2,0,0,0,0,0,0,4,0,0,0,2,11
MESH:D012415,25836,3,2,0,0,0,0,0,0,13,3,0,0,3,19
MESH:D012415,7291,1,1,0,0,0,0,0,1,0,0,0,0,0,0
MESH:D012415,8289,2,2,0,0,0,0,0,0,7,1,0,0,2,10
MESH:D012415,7157,5,0,0,0,0,0,0,0,1,0,0,0,3,8
MESH:D012415,115,3,1,0,0,0,0,0,0,11,0,0,2,3,21
MESH:D012415,8243,3,1,0,0,0,0,0,0,2,0,0,0,2,4
MESH:D012415,57492,3,1,0,0,0,0,0,0,2,0,0,0,1,2
MESH:D012415,1523,1,2,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,8085,2,1,0,0,0,0,0,0,6,1,0,0,2,8
MESH:D012415,55869,2,1,0,0,0,0,0,0,2,0,0,0,2,2
MESH:D012415,5885,2,1,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,9126,2,1,0,0,0,0,0,0,2,0,0,0,2,3
MESH:D012415,3298,1,1,0,0,0,0,0,0,1,0,0,0,1,5
MESH:D012415,23741,1,1,0,0,0,0,0,0,2,0,0,0,1,4
MESH:D012415,5328,1,1,0,0,0,0,0,0,1,0,0,0,1,4
MESH:D012415,6999,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,84464,1,1,0,0,0,0,0,0,5,1,0,0,1,9
MESH:D012415,6598,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,6605,1,1,0,0,0,0,0,0,2,0,0,0,1,3
MESH:D012415,4221,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,51633,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,2200,1,1,0,0,0,0,0,0,2,0,0,0,1,5
MESH:D012415,9839,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,6595,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,29123,1,1,0,0,0,0,0,0,5,0,0,0,1,5
MESH:D012415,2146,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,55997,1,1,0,0,0,0,0,0,3,0,0,0,1,4
MESH:D012415,8573,1,1,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,6792,1,1,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,2290,1,1,0,0,0,0,0,0,4,3,0,0,1,4
MESH:D012415,10479,1,1,0,0,0,0,0,0,2,2,0,0,1,5
MESH:D012415,6925,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,10300,1,1,0,0,0,0,0,0,1,1,0,0,1,2
MESH:D012415,51430,1,1,0,0,0,0,0,0,2,1,0,0,1,8
MESH:D012415,11337,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,5141,1,1,0,0,0,0,0,0,1,0,0,0,1,5
MESH:D012415,546,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,7204,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,3091,2,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,860,2,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,4609,2,0,0,0,0,0,0,0,1,0,0,0,2,4
MESH:D012415,5727,2,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:D012415,4899,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:D012415,26053,1,0,0,0,0,0,0,0,5,4,0,0,1,7
MESH:D012415,1000,1,0,0,0,0,0,0,0,1,0,0,0,1,8
MESH:D012415,1006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,1002,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,999,1,0,0,0,0,0,0,0,0,0,0,0,1,3
MESH:D012415,57526,1,0,0,0,0,0,0,0,2,0,0,0,1,3
MESH:D012415,79719,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:D012415,4133,1,0,0,0,0,0,0,0,3,0,0,0,1,4
MESH:D012415,5340,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,406,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:D012415,2091,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,4234,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:D012415,51602,1,0,0,0,0,0,0,0,2,0,0,0,1,7
MESH:D012415,3187,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,8607,1,0,0,0,0,0,0,0,2,0,0,0,1,7
MESH:D012415,57794,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,55110,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:D012415,55349,1,0,0,0,0,0,0,0,0,0,0,0,1,4
MESH:D012415,6688,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:D012415,2670,1,0,0,0,0,0,0,0,1,0,0,0,1,5
MESH:D012415,171023,1,0,0,0,0,0,0,0,3,0,0,0,1,7
MESH:D012415,22803,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,64132,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,5332,1,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:D012415,23049,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,4771,1,0,0,0,0,0,0,0,2,1,0,0,1,2
MESH:D012415,3371,1,0,0,0,0,0,0,0,5,4,2,0,1,9
MESH:D012415,3483,1,0,0,0,0,0,0,0,4,3,0,0,1,6
MESH:D012415,3630,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,7038,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,4683,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,3014,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,472,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,10524,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,5423,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:D012415,5111,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,4968,1,0,0,0,0,0,0,0,1,0,0,0,1,4
MESH:D012415,100131187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,55582,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,4036,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:D012415,374654,1,0,0,0,0,0,0,0,2,0,0,0,1,5
MESH:D012415,7549,1,0,0,0,0,0,0,0,2,0,0,0,1,2
MESH:D012415,7551,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,930,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:D012415,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,2353,1,0,0,0,0,0,0,0,1,0,0,0,1,5
MESH:D012415,5970,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,3725,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,596,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,4790,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:D012415,367,1,0,0,0,0,0,0,0,1,0,0,0,1,3
MESH:D012415,79683,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,6345,1,0,0,0,0,0,0,0,4,0,0,2,1,5
MESH:D012415,655,1,0,0,0,0,0,0,0,2,0,0,0,1,3
MESH:D012415,7124,1,0,0,0,0,0,0,0,1,0,0,0,1,2
MESH:D012415,4088,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,7039,1,0,0,0,0,0,0,0,5,0,0,0,1,8
MESH:D012415,3458,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,3479,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,1499,1,0,0,0,0,0,0,0,0,0,0,0,1,4
MESH:D012415,6872,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,92292,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,23476,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,51780,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,23405,1,0,0,0,0,0,0,0,1,1,0,0,1,2
MESH:D012415,7297,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,347527,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,7994,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,5080,1,0,0,0,0,0,0,0,0,6,0,0,1,6
MESH:D012415,55636,1,0,0,0,0,0,0,0,2,0,0,0,1,2
MESH:D012415,51684,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,150468,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,441476,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,6597,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,5310,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,5311,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,27232,1,0,0,0,0,0,0,0,1,2,0,0,1,3
MESH:D012415,1789,1,0,0,0,0,0,0,0,0,1,0,0,1,2
MESH:D012415,4210,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:D012415,1080,1,0,0,0,0,0,0,0,4,2,0,0,1,10
MESH:D012415,5163,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,6608,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,2735,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,3040,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,6755,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,3159,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:D012415,53335,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:D012415,2903,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C566815,7021,7,9,0,0,2,0,2,1,20,7,0,0,6,29
MESH:C566815,11331,2,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,650,1,1,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C566815,652,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,23054,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,7020,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,2028,2,0,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C566815,9970,1,0,0,0,0,0,0,0,0,0,0,0,1,7
MESH:C566815,10100,1,0,0,0,0,0,0,0,0,0,0,0,1,5
MESH:C566815,10370,1,0,0,0,0,0,0,0,2,2,0,0,1,5
MESH:C566815,2033,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C566815,7852,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,3700,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,1482,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C566815,6910,1,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C566815,2121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562538,2697,17,5,0,0,0,0,0,0,15,1,0,0,13,29
MESH:C562538,2702,5,2,0,0,1,0,1,0,1,0,0,0,4,11
MESH:C562538,6628,5,3,0,0,0,0,1,1,14,7,0,2,5,23
MESH:C562538,948,1,1,0,0,0,0,1,0,6,0,0,0,1,6
MESH:C562538,57369,6,1,0,0,0,0,0,0,2,0,0,0,4,13
MESH:C562538,207,2,1,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C562538,7008,2,1,0,0,0,0,0,0,0,0,0,0,1,4
MESH:C562538,220296,1,1,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C562538,10907,1,1,0,0,0,0,0,0,5,0,0,1,1,5
MESH:C562538,1828,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C562538,11235,1,1,0,0,0,0,0,0,0,0,0,0,1,2
MESH:C562538,286827,1,1,0,0,0,0,0,0,0,0,0,0,1,3
MESH:C562538,10927,1,1,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C562538,83881,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562538,137872,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C562538,183,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562538,1832,1,1,0,0,0,0,0,0,2,0,0,0,1,3
MESH:C562538,5956,1,1,0,0,0,0,0,0,0,0,0,0,1,4
MESH:C562538,10262,1,1,0,0,0,0,0,0,0,1,0,0,1,2
MESH:C562538,7442,1,1,0,0,0,0,0,0,0,0,0,0,1,5
MESH:C562538,9382,1,1,0,0,0,0,0,0,0,2,0,0,1,2
MESH:C562538,64399,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562538,5423,1,1,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C562538,9343,2,0,0,0,0,0,0,0,5,1,0,1,2,5
MESH:C562538,112476,2,0,0,0,0,0,0,0,3,0,0,0,1,3
MESH:C562538,55600,2,0,0,0,0,0,0,0,2,0,0,0,2,10
MESH:C562538,627,2,0,0,0,0,0,0,0,1,0,0,0,1,1
MESH:C562538,4803,2,0,0,0,0,0,0,0,0,0,0,0,1,1
MESH:C562538,4908,2,0,0,0,0,0,0,0,3,0,0,0,2,7
MESH:C562538,57165,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MESH:C562538,2706,2,0,0,0,0,0,0,0,18,1,0,0,1,32
MESH:C562538,10804,2,0,0,0,0,0,0,0,3,0,0,0,1,5
MESH:C562538,10052,2,0,0,0,0,0,0,0,0,0,0,0,1,5
MESH:C562538,2705,2,0,0,0,0,0,0,0,4,2,0,0,2,8
